0.798,0.263,1
0.213,0.268,1
0.749,0.799,1
0.754,0.514,1
0.762,0.833,1
0.669,0.522,1
0.662,0.328,1
0.063,0.21,1
0.705,0.91,1
0.742,0.851,1
0,0.276,1
0.733,0.808,1
0.694,0.876,1
0.211,0.194,1
0.358,0.178,1
0.733,0.231,1
0.666,0.534,1
0.773,0.896,1
0.271,0.271,1
0.399,0.212,1
0.76,0.522,1
0.278,0.282,1
0.656,0.593,1
0.084,0.326,1
0.691,0.231,1
0.708,0.317,1
0.669,0.514,1
0.227,0.227,1
0.642,0.867,1
0.679,0.593,1
0.351,0.202,1
0.659,0.982,1
0.667,0.182,1
0.65,0.25,1
0.026,0.269,1
0.736,0.219,1
0.651,0.919,1
0.765,0.215,1
0.119,0.346,1
0.625,0.27,1
0.73,0.454,1
0.693,0.43,1
0.728,0.536,1
0.625,0.885,1
0.603,0.363,1
0.714,0.33,1
0.669,0.97,1
0.819,0.557,1
0.671,0.26,1
0.131,0.119,1
0.112,0.321,1
0.767,0.232,1
0.734,0.974,1
0.039,0.319,1
0.334,0.181,1
0.808,0.234,1
0.739,0.259,1
0.694,0.887,1
0.361,0.256,1
0.705,0.475,1
0.783,0.621,1
0.172,0.351,1
0.775,0.971,1
0.743,0.877,1
0.642,0.336,1
0.261,0.194,1
0.342,0.166,1
0.73,0.953,1
0.713,0.37,1
0.123,0.261,1
0.566,0.244,1
0.091,0.24,1
0.108,0.277,1
0.713,0.356,1
0.348,0.202,1
0.657,0.271,1
0.281,0.21,1
0.144,0.353,1
0.712,0.782,1
0.102,0.32,1
0.695,0.476,1
0.152,0.272,1
0.703,0.454,1
0.148,0.256,1
0.057,0.303,1
0.233,0.182,1
0.754,0.3,1
0.659,0.928,1
0.568,0.98,1
0.333,0.132,1
0.188,0.347,1
0.738,0.581,1
0.365,0.146,1
0.741,0.377,1
0.317,0.262,1
0.081,0.265,1
0.754,0.494,1
0.762,0.966,1
0.249,0.226,1
0.718,0.59,1
0.136,0.129,1
0.359,0.193,1
0.784,0.904,1
0.668,0.548,1
0.631,0.286,1
0.284,0.288,1
0.818,0.507,1
0.788,0.328,1
0.63,0.956,1
0.704,0.895,1
0.27,0.234,1
0.691,0.211,1
0.72,0.264,1
0.563,0.212,1
0.583,0.533,1
0.182,0.312,1
0.668,0.639,1
0.703,0.526,1
0.638,0.316,1
0.091,0.283,1
0.723,0.92,1
0.063,0.237,1
0.764,0.231,1
0.643,0.44,1
0.707,0.834,1
0.729,0.978,1
0.706,0.511,1
0.734,0.243,1
0.387,0.21,1
0.639,0.307,1
0.673,1.002,1
0.165,0.403,1
0.743,0.542,1
0.649,0.947,1
0.093,0.337,1
0.376,0.276,1
0.712,0.498,1
