0.914,0.746,0
0.73,0.596,0
0.088,0.599,0
0.01,0.062,0
0.966,0.985,0
0.077,0.419,0
0.872,0.429,0
0.561,0.605,0
0.045,0.88,0
0.251,0.484,0
0.967,0.263,0
0.998,0.677,0
0.666,0.626,0
0.668,0.283,0
0.271,0.277,0
0.902,0.186,0
0.023,0.632,0
0.782,0.111,0
0.232,0.792,0
0.174,0.198,0
0.778,0.251,0
0.617,0.65,0
0.68,0.179,0
0.255,0.726,0
0.06,0.507,0
0.211,0.027,0
0.77,0.209,0
0.705,0.436,0
0.836,0.373,0
0.72,0.108,0
0.65,0.623,0
0.294,0.674,0
0.256,0.077,0
0.786,0.488,0
0.869,0.96,0
0.686,0.647,0
0.211,0.304,0
0.298,0.892,0
0.483,0.554,0
0.619,0.544,0
0.061,0.83,0
0.572,0.832,0
0.04,0.277,0
0.269,0.877,0
0.651,0.989,0
0.985,0.302,0
0.612,0.28,0
0.976,0.868,0
0.357,0.762,0
0.356,0.227,0
0.723,0.042,0
0.874,0.935,0
0.347,0.173,0
0.827,0.83,0
0.727,0.447,0
0.374,0.789,0
0.277,0.947,0
0.621,0.318,0
0.224,0.89,0
0.195,0.876,0
0.88,0.18,0
0.179,0.492,0
0.461,0.155,0
0.361,0.818,0
0.918,0.717,0
0.045,0.642,0
0.76,0.92,0
0.577,0.107,0
0.093,0.405,0
0.938,0.821,0
0.852,0.313,0
0.61,0.13,0
0.26,0.232,0
0.448,0.485,0
0.123,0.643,0
0.361,0.003,0
0.824,0.541,0
0.495,0.286,0
0.696,0.857,0
0.104,0.615,0
0.574,0.149,0
0.257,0.335,0
0.069,0.835,0
0.443,0.163,0
0.24,0.382,0
0.985,0.092,0
0.695,0.596,0
0.223,0.956,0
0.828,0.671,0
0.442,0.951,0
0.315,0.804,0
0.954,0.14,0
0.345,0.45,0
0.426,0.041,0
0.307,0.53,0
0.657,0.882,0
0.68,0.915,0
0.218,0.75,0
0.75,0.661,0
0.914,0.991,0
0.044,0.899,0
0.084,0.74,0
0.495,0.307,0
0.696,0.324,0
0.978,0.138,0
0.275,0.293,0
0.942,0.23,0
0.434,0.287,0
0.68,0.86,0
0.329,0.988,0
0.391,0.987,0
0.87,0.072,0
0.902,0.089,0
0.822,0.653,0
0.751,0.736,0
0.644,0.795,0
0.636,0.728,0
0.535,0.131,0
0.035,0.231,0
0.455,0.014,0
0.37,0.731,0
0.308,0.313,0
0.961,0.742,0
0.6,0.642,0
0.603,0.93,0
