0.777,0.240
0.772,0.246
0.718,0.200
0.032,0.479
0.624,0.672
0.919,0.807
0.883,0.735
0.842,0.181
0.614,0.016
0.473,0.006
0.480,0.739
0.591,0.075
0.772,0.283
0.693,0.281
0.635,0.211
0.927,0.705
0.388,0.793
0.029,0.561
0.827,0.778
0.570,0.001
0.777,0.201
0.789,0.216
0.492,0.768
0.959,0.624
0.782,0.219
0.849,0.250
0.700,0.322
0.759,0.243
0.394,0.753
0.645,0.039
0.698,0.289
0.541,0.004
0.002,0.489
0.501,0.011
0.723,0.328
0.744,0.216
0.047,0.342
1.020,0.623
0.580,0.066
0.069,0.487
0.660,0.273
0.937,0.689
0.005,0.401
0.630,0.103
0.044,0.535
0.673,0.164
0.455,0.752
0.718,0.212
0.749,0.254
0.751,0.172
0.984,0.699
0.008,0.485
0.738,0.349
0.756,0.334
0.973,0.776
0.596,0.010
0.755,0.162
0.012,0.477
0.582,0.055
0.742,0.278
0.843,0.182
0.466,0.741
0.854,0.321
0.103,0.384
0.756,0.379
0.887,0.305
0.484,0.838
0.795,0.236
0.047,0.577
0.623,0.011
0.834,0.160
0.434,0.689
0.609,0.045
0.542,0.049
0.040,0.432
0.936,0.777
0.977,0.665
0.833,0.173
0.765,0.209
0.609,0.016
0.701,0.241
0.524,0.677
0.057,0.559
0.897,0.294
0.770,0.153
0.696,0.087
0.915,0.719
1.101,0.708
0.011,0.489
1.015,0.719
0.729,0.294
0.596,0.009
0.920,0.660
0.469,0.778
0.803,0.202
0.474,0.765
0.781,0.205
0.723,0.274
0.899,0.227
0.487,0.895
0.841,0.330
0.957,0.735
0.039,0.483
0.023,0.595
0.724,0.277
0.853,0.744
0.003,0.486
0.769,0.300
0.913,0.657
0.573,0.109
0.885,0.259
1.002,0.747
0.049,0.458
0.934,0.678
0.804,0.300
0.450,0.859
0.999,0.713
0.851,0.284
0.777,0.313
0.456,0.724
0.824,0.302
0.751,0.233
0.757,0.246
0.053,0.446
0.406,0.737
0.716,0.356
0.716,0.213
0.534,0.056
0.619,0.027
0.540,0.028
0.932,0.515
0.993,0.659
0.879,0.719
0.868,0.371
0.664,0.061
0.780,0.158
0.409,0.763
0.918,0.736
0.062,0.413
0.025,0.369
0.902,0.624
0.194,0.418
0.783,0.419
0.427,0.072
0.855,0.146
0.592,0.128
0.952,0.616
0.062,0.553
0.952,0.626
0.828,0.233
0.517,0.854
0.842,0.177
0.722,0.278
0.694,0.354
0.604,0.081
0.128,0.440
0.578,0.085
0.751,0.371
0.481,0.732
0.748,0.197
0.088,0.564
0.809,0.233
0.749,0.242
1.003,0.663
0.536,0.712
0.536,0.031
0.984,0.699
0.725,0.280
0.435,0.805
0.789,0.268
0.449,0.732
1.012,0.702
0.678,0.067
0.518,0.026
0.521,0.674
0.722,0.272
0.750,0.289
0.986,0.651
0.767,0.274
0.714,0.345
0.589,0.002
0.547,0.014
0.557,0.102
0.634,0.006
1.008,0.688
0.060,0.448
0.914,0.761
0.107,0.492
0.918,0.661
0.468,0.803
0.422,0.903
0.998,0.764
0.713,0.329
0.579,0.002
0.999,0.630
0.552,0.030
0.452,0.857
0.003,0.426
0.495,0.767
0.549,0.027
0.399,0.790
0.906,0.686
0.586,0.132
0.823,0.184
0.904,0.695
0.033,0.446
0.806,0.382
0.086,0.576
0.560,0.029
0.068,0.526
0.668,0.193
0.808,0.294
0.694,0.142
0.042,0.521
0.107,0.415
0.766,0.204
0.379,0.665
0.028,0.528
0.086,0.506
0.781,0.119
0.600,0.013
0.016,0.437
0.004,0.367
0.007,0.452
1.015,0.757
0.804,0.258
0.059,0.594
0.566,0.018
0.685,0.246
0.045,0.447
0.805,0.183
0.572,0.013
0.999,0.709
0.528,0.125
0.863,0.174
0.727,0.198
0.027,0.442
0.385,0.836
0.617,0.123
0.701,0.216
0.022,0.462
0.349,0.768
0.528,0.141
0.693,0.361
0.822,0.221
0.985,0.836
0.755,0.348
0.009,0.557
0.924,0.670
0.770,0.219
0.006,0.440
0.026,0.401
0.814,0.254
0.448,0.894
0.020,0.426
0.476,0.878
0.790,0.212
0.744,0.185
0.776,0.315
0.531,0.043
0.050,0.514
0.939,0.652
0.778,0.283
0.626,0.004
0.754,0.278
0.127,0.479
0.055,0.472
0.471,0.797
0.445,0.816
0.595,0.064
0.492,0.807
0.762,0.339
0.632,0.310
0.376,0.837
0.989,0.663
0.041,0.526
1.002,0.780
0.021,0.419
1.008,0.704
0.977,0.715
1.052,0.728
0.556,0.071
0.582,0.102
0.124,0.587
0.536,0.046
0.871,0.142
0.022,0.495
0.840,0.298
0.002,0.529
0.922,0.621
0.041,0.535
0.744,0.313
0.443,0.022
0.938,0.642
0.970,0.688
0.813,0.299
0.489,0.926
1.053,0.808
0.517,0.755
0.889,0.092
0.716,0.286
0.772,0.296
0.743,0.384
0.870,0.247
0.111,0.489
0.810,0.289
0.785,0.407
0.551,0.782
0.516,0.828
0.746,0.418
0.921,0.636
0.613,0.107
0.050,0.464
0.673,0.288
0.826,0.538
0.795,0.167
0.799,0.218
0.746,0.218
0.504,0.716
0.941,0.637
0.076,0.555
0.555,0.001
0.897,0.599
0.749,0.251
0.010,0.477
0.361,0.797
0.953,0.691
0.922,0.628
0.768,0.256
0.976,0.623
0.401,0.642
0.890,0.696
0.494,0.753
0.523,0.880
0.441,0.680
0.884,0.667
0.650,0.295
0.454,0.755
0.579,0.066
0.441,0.720
