0.709,0.433
0.347,0.349
0.100,0.270
0.038,0.295
0.693,0.686
0.416,0.126
0.917,0.346
0.822,0.527
0.755,0.627
0.028,0.221
0.686,0.630
0.548,0.275
0.654,0.690
0.515,0.196
0.087,0.262
0.827,0.378
0.492,0.258
0.833,0.332
0.885,0.424
0.554,0.689
0.860,0.365
0.068,0.340
0.980,0.388
0.047,0.343
0.624,0.701
0.704,0.589
0.652,0.601
0.827,0.358
0.878,0.382
0.048,0.200
0.467,0.049
0.054,0.451
0.669,0.568
0.770,0.371
0.830,0.625
0.834,0.451
0.052,0.272
0.071,0.299
0.627,0.536
0.800,0.394
0.665,0.663
0.825,0.636
0.842,0.395
0.775,0.619
0.767,0.589
0.749,0.506
0.755,0.600
0.506,0.111
0.020,0.350
0.099,0.235
0.642,0.615
0.101,0.197
0.605,0.730
0.965,0.414
0.852,0.361
0.469,0.302
0.465,0.137
0.050,0.355
0.458,0.191
0.797,0.520
0.489,0.002
0.914,0.323
0.856,0.710
0.009,0.195
0.823,0.564
0.021,0.239
0.819,0.589
0.837,0.240
0.436,0.262
0.660,0.591
0.116,0.255
0.478,0.191
0.783,0.329
0.958,0.227
0.630,0.543
0.837,0.402
0.641,0.640
0.751,0.642
0.641,0.736
0.700,0.668
0.489,0.181
0.730,0.596
0.036,0.332
0.484,0.186
0.821,0.310
0.836,0.433
0.397,0.198
0.042,0.277
0.017,0.316
0.802,0.773
0.143,0.292
0.837,0.353
0.077,0.285
0.764,0.470
0.622,0.513
0.746,0.555
0.022,0.250
0.784,0.680
0.459,0.216
0.594,0.602
0.483,0.221
0.841,0.351
0.663,0.580
0.835,0.354
0.816,0.334
0.944,0.398
0.067,0.302
0.485,0.220
0.867,0.442
0.771,0.641
0.941,0.462
0.907,0.437
0.025,0.287
0.422,0.208
0.047,0.346
0.834,0.577
0.795,0.594
0.697,0.624
0.645,0.590
0.547,0.657
0.476,0.131
0.813,0.376
0.722,0.736
0.091,0.296
0.870,0.468
0.780,0.321
0.755,0.607
0.762,0.706
0.735,0.688
0.690,0.573
0.824,0.342
0.465,0.315
0.881,0.404
0.474,0.214
0.020,0.327
0.879,0.502
0.777,0.454
0.423,0.160
0.900,0.419
0.682,0.721
0.556,0.221
0.973,0.295
0.709,0.680
0.730,0.701
0.775,0.410
0.494,0.236
0.587,0.484
0.008,0.257
0.687,0.646
0.415,0.270
0.696,0.714
0.028,0.292
0.008,0.268
0.845,0.376
0.018,0.248
0.056,0.269
0.032,0.242
0.860,0.388
0.059,0.232
0.534,0.291
0.766,0.471
0.496,0.298
0.862,0.441
0.040,0.357
0.759,0.649
0.034,0.209
0.052,0.381
0.932,0.455
0.812,0.737
0.724,0.617
0.755,0.548
0.043,0.241
0.751,0.668
0.451,0.231
0.832,0.496
0.755,0.712
0.477,0.322
0.005,0.336
0.846,0.755
0.056,0.331
0.723,0.571
0.837,0.309
0.495,0.279
0.390,0.177
0.667,0.223
0.478,0.256
0.503,0.283
0.000,0.144
0.821,0.580
0.526,0.284
0.024,0.315
0.534,0.179
0.130,0.250
0.926,0.431
0.560,0.219
0.563,0.277
0.746,0.460
0.011,0.243
0.741,0.563
0.880,0.365
0.698,0.734
0.820,0.579
0.606,0.562
