0.914,0.746,1
0.73,0.596,1
0.088,0.599,1
0.01,0.062,1
0.966,0.985,1
0.077,0.419,1
0.872,0.429,1
0.561,0.605,1
0.045,0.88,1
0.251,0.484,1
0.967,0.263,1
0.998,0.677,1
0.666,0.626,1
0.668,0.283,1
0.271,0.277,1
0.902,0.186,1
0.023,0.632,1
0.782,0.111,1
0.232,0.792,1
0.174,0.198,1
0.778,0.251,1
0.617,0.65,1
0.68,0.179,1
0.255,0.726,1
0.06,0.507,1
0.211,0.027,1
0.77,0.209,1
0.705,0.436,1
0.836,0.373,1
0.72,0.108,1
0.65,0.623,1
0.294,0.674,1
0.256,0.077,1
0.786,0.488,1
0.869,0.96,1
0.686,0.647,1
0.211,0.304,1
0.298,0.892,1
0.483,0.554,1
0.619,0.544,1
0.061,0.83,1
0.572,0.832,1
0.04,0.277,1
0.269,0.877,1
0.651,0.989,1
0.985,0.302,1
0.612,0.28,1
0.976,0.868,1
0.357,0.762,1
0.356,0.227,1
0.723,0.042,1
0.874,0.935,1
0.347,0.173,1
0.827,0.83,1
0.727,0.447,1
0.374,0.789,1
0.277,0.947,1
0.621,0.318,1
0.224,0.89,1
0.195,0.876,1
0.88,0.18,1
0.179,0.492,1
0.461,0.155,1
0.361,0.818,1
0.918,0.717,1
0.045,0.642,1
0.76,0.92,1
0.577,0.107,1
0.093,0.405,1
0.938,0.821,1
0.852,0.313,1
0.61,0.13,1
0.26,0.232,1
0.448,0.485,1
0.123,0.643,1
0.361,0.003,1
0.824,0.541,1
0.495,0.286,1
0.696,0.857,1
0.104,0.615,1
0.574,0.149,1
0.257,0.335,1
0.069,0.835,1
0.443,0.163,1
0.24,0.382,1
0.985,0.092,1
0.695,0.596,1
0.223,0.956,1
0.828,0.671,1
0.442,0.951,1
0.315,0.804,1
0.954,0.14,1
0.345,0.45,1
0.426,0.041,1
0.307,0.53,1
0.657,0.882,1
0.68,0.915,1
0.218,0.75,1
0.75,0.661,1
0.914,0.991,1
0.044,0.899,1
0.084,0.74,1
0.495,0.307,1
0.696,0.324,1
0.978,0.138,1
0.275,0.293,1
0.942,0.23,1
0.434,0.287,1
0.68,0.86,1
0.329,0.988,1
0.391,0.987,1
0.87,0.072,1
0.902,0.089,1
0.822,0.653,1
0.751,0.736,1
0.644,0.795,1
0.636,0.728,1
0.535,0.131,1
0.035,0.231,1
0.455,0.014,1
0.37,0.731,1
0.308,0.313,1
0.961,0.742,1
0.6,0.642,1
0.603,0.93,1
0.63,0.994,1
0.917,0.501,1
0.067,0.82,1
0.591,0.889,1
0.473,0.342,1
0.626,0.117,1
0.137,0.263,1
0.846,0.672,1
0.394,0.881,1
0.903,0.85,1
0.896,0.274,1
0.582,0.204,1
0.587,0.543,1
0.946,0.188,1
0.186,0.55,1
0.118,0.817,1
0.545,0.036,1
0.319,0.612,1
0.856,0.91,1
0.502,0.329,1
0.252,0.128,1
0.447,0.389,1
0.391,0.294,1
0.061,0.786,1
0.176,0.965,1
0.637,0.072,1
0.24,0.219,1
0.276,0.827,1
0.763,0.223,1
0.015,0.95,1
0.773,0.134,1
0.767,0.319,1
0.17,0.086,1
0.931,0.027,1
0.997,0.433,1
0.357,0.249,1
0.562,0.805,1
0.639,0.953,1
0.099,0.701,1
0.74,0.275,1
0.666,0.378,1
0.347,0.907,1
0.597,0.624,1
0.734,0.361,1
0.847,0.75,1
0.311,0.621,1
0.884,0.079,1
0.94,0.055,1
0.166,0.872,1
0.083,0.163,1
0.305,0.44,1
0.413,0.867,1
0.245,0.052,1
0.821,0.344,1
0.754,0.562,1
0.62,0.42,1
0.94,0.967,1
0.328,0.538,1
0.591,0.062,1
0.9,0.439,1
0.813,0.212,1
0.061,0.698,1
0.291,0.002,1
0.753,0.458,1
0.874,0.837,1
0.622,0.18,1
0.277,0.035,1
0.048,0.523,1
0.088,0.869,1
0.868,0.842,1
0.432,0.488,1
0.263,0.372,1
0.455,0.591,1
0.911,0.047,1
0.654,0.811,1
0.487,0.467,1
0.023,0.549,1
0.165,0.314,1
0.551,0.919,1
0.773,0.426,1
0.756,0.395,1
0.607,0.033,1
0.43,0.655,1
0.557,0.519,1
0.525,0.425,1
0.362,0.957,1
0.913,0.625,1
0.33,0.369,1
0.217,0.241,1
0.417,0.871,1
0.052,0.904,1
0.339,0.076,1
0.453,0.504,1
0.391,0.005,1
0.423,0.164,1
0.432,0.179,1
0.559,0.039,1
0.213,0.99,1
0.694,0.771,1
0.51,0.219,1
0.196,0.872,1
0.177,0.109,1
0.498,0.507,1
0.479,0.715,1
0.749,0.896,1
0.587,0.802,1
0.801,0.926,1
0.878,0.255,1
0.431,0.27,1
0.261,0.854,1
0.434,0.693,1
0.034,0.994,1
0.732,0.248,1
0.984,0.427,1
0.019,0.495,1
0.646,0.215,1
0.367,0.824,1
0.325,0.866,1
0.332,0.805,1
0.581,0.081,1
0.702,0.169,1
0.883,0.503,1
0.096,0.762,1
0.759,0.527,1
0.032,0.02,1
0.382,0.467,1
0.713,0.417,1
0.461,0.446,1
0.665,0.445,1
0.873,0.685,1
0.94,0.52,1
0.901,0.308,1
0.344,0.227,1
0.174,0.676,1
0.032,0.756,1
0.757,0.734,1
0.926,0.641,1
0.238,0.022,1
0.404,0.997,1
0.55,0.437,1
0.017,0.932,1
0.904,0.731,1
0.349,0.365,1
0.177,0.015,1
0.811,0.05,1
0.7,0.752,1
0.57,0.601,1
0.06,0.914,1
0.828,0.235,1
0.591,0.861,1
0.992,0.349,1
0.596,0.918,1
0.99,0.834,1
0.941,0.395,1
0.832,0.491,1
0.832,0.849,1
0.423,0.736,1
0.581,0.773,1
0.101,0.758,1
0.788,0.912,1
0.808,0.488,1
0.665,0.379,1
0.09,0.725,1
0.294,0.919,1
0.961,0.885,1
0.781,0.953,1
0.234,0.377,1
0.871,0.225,1
0.212,0.812,1
0.62,0.044,1
0.304,0.452,1
0.894,0.727,1
0.189,0.475,1
0.5,0.29,1
0.234,0.289,1
0.203,0.042,1
